0	1
0.1	1
0.2	0.917952
0.3	0.805829
0.4	0.620126
0.5	-0.627926
0.6	-0.732013
0.7	-1.58638
0.8	-1.68136
0.9	-1.92171
1	-1.91487
1.1	0.395877
1.2	1.51564
1.3	2.81215
1.4	4.73685
1.5	4.7203
1.6	4.58453
1.7	4.18485
1.8	3.38434
1.9	2.83486
2	2.27105
2.1	0.847173
2.2	-9.14068
2.3	-42.661
2.4	-43.4781
2.5	-42.6266
2.6	-37.8046
2.7	-30.016
2.8	-15.8986
2.9	13432.6
3	13437.6
3.1	13112.4
3.2	10460.4
3.3	9135.99
3.4	7921.12
3.5	4279.57
3.6	-9672.6
3.7	-12949.2
3.8	-21964.2
3.9	-48430.3
4	-54307.8
4.1	-53786.9
4.2	319984
4.3	1.48896e+06
4.4	1.07809e+06
4.5	866012
4.6	53916.5
4.7	-610900
4.8	-2.48825e+06
4.9	-2.57574e+06
5	-2.60764e+06
5.1	-2.55452e+06
5.2	-2.21707e+06
5.3	-1.90276e+06
5.4	223087
5.5	691768
5.6	6.24328e+06
5.7	1.55385e+07
5.8	2.00324e+07
5.9	1.96985e+07
6	1.85928e+07
6.1	1.73657e+07
6.2	-1.85598e+08
6.3	-1.87686e+08
6.4	-4.5629e+06
6.5	2.3134e+06
6.6	2.2178e+07
6.7	1.51925e+08
6.8	1.03268e+09
6.9	1.05532e+09
7	1.03326e+09
7.1	8.48204e+08
7.2	6.83077e+08
7.3	5.83872e+08
7.4	1.91556e+08
7.5	-3.33219e+09
7.6	-3.46084e+09
7.7	-3.50851e+09
7.8	-3.08773e+09
7.9	-2.74226e+09
8	-1.69254e+09
8.1	-8.82891e+08
8.2	-5.79238e+08
8.3	-2.58273e+08
8.4	1.30959e+08
8.5	9.7727e+08
8.6	7.07259e+09
8.7	7.7284e+09
8.8	2.47998e+10
8.9	2.46663e+10
9	2.35619e+10
9.1	2.2331e+10
9.2	1.93914e+10
9.3	-5.16769e+09
9.4	-9.02548e+09
9.5	-2.14042e+11
9.6	-2.30491e+11
9.7	-1.63299e+11
9.8	-1.33921e+11
9.9	-1.20202e+11
